id,split,image,gt_time_hhmm,gt_time_minutes,gt_time_hhmmss,gt_time_seconds_total,gt_seconds,pred_time_hhmm,pred_time_minutes,pred_time_hhmmss,pred_time_seconds_total,parsed_ok,is_exact,tol_1,tol_5,abs_err_minutes,hour_correct,minute_correct,second_correct,raw_output,latency_sec,error,run_id,vote_support,num_runs
rege_ood_noisy_blender_000158,noisy,images/sample_00158.png,08:03,483,08:03:38,29018,38,08:03,483,,,True,True,True,True,0,True,True,,08:03,0.2965397834777832,,1,4,5
rege_ood_noisy_blender_000159,noisy,images/sample_00159.png,05:28,328,,,,01:25,205,,,True,False,False,False,123,False,False,,05:11,0.296844482421875,,1,1,5
rege_ood_noisy_blender_000160,noisy,images/sample_00160.png,04:45,285,,,,04:49,289,,,True,False,False,True,4,True,False,,04:49,0.30803894996643066,,1,2,5
rege_ood_noisy_blender_000161,noisy,images/sample_00161.png,07:12,432,,,,05:04,304,,,True,False,False,False,128,False,False,,05:04,0.30088186264038086,,1,2,5
rege_ood_noisy_blender_000162,noisy,images/sample_00162.png,01:28,88,01:28:47,5327,47,10:14,614,,,True,False,False,False,194,False,False,,10:15,0.3005228042602539,,1,2,5
rege_ood_noisy_blender_000163,noisy,images/sample_00163.png,06:34,394,06:34:34,23674,34,06:41,401,,,True,False,False,False,7,True,False,,06:41,0.30030083656311035,,1,3,5
rege_ood_noisy_blender_000164,noisy,images/sample_00164.png,09:32,572,,,,09:32,572,,,True,True,True,True,0,True,True,,09:32,0.30881166458129883,,1,3,5
rege_ood_noisy_blender_000165,noisy,images/sample_00165.png,01:23,83,01:23:52,5032,52,03:26,206,,,True,False,False,False,123,False,False,,03:32,0.31334447860717773,,1,1,5
rege_ood_noisy_blender_000166,noisy,images/sample_00166.png,02:00,120,,,,12:55,55,,,True,False,False,False,65,False,False,,12:54,0.3083162307739258,,1,4,5
rege_ood_noisy_blender_000167,noisy,images/sample_00167.png,11:50,710,11:50:37,42637,37,09:50,590,,,True,False,False,False,120,False,True,,10:40,0.3023648262023926,,1,2,5
rege_ood_noisy_blender_000168,noisy,images/sample_00168.png,09:54,594,09:54:44,35684,44,11:04,54,,,True,False,False,False,180,False,True,,12:03,0.296924352645874,,1,2,5
rege_ood_noisy_blender_000169,noisy,images/sample_00169.png,05:20,320,05:20:42,19242,42,05:18,318,,,True,False,False,True,2,True,False,,05:18,0.31238293647766113,,1,4,5
rege_ood_noisy_blender_000170,noisy,images/sample_00170.png,06:47,407,06:47:21,24441,21,07:50,470,,,True,False,False,False,63,False,False,,07:50,0.3123464584350586,,1,2,5
rege_ood_noisy_blender_000171,noisy,images/sample_00171.png,11:05,665,,,,10:01,601,,,True,False,False,False,64,False,False,,10:01,0.30106019973754883,,1,5,5
rege_ood_noisy_blender_000172,noisy,images/sample_00172.png,08:52,532,08:52:13,31933,13,12:05,5,12:05:27,327,True,False,False,False,193,False,False,False,12:05:27,0.34190940856933594,,1,2,5
rege_ood_noisy_blender_000173,noisy,images/sample_00173.png,03:06,186,03:06:15,11175,15,12:53,53,,,True,False,False,False,133,False,False,,12:56,0.2911508083343506,,1,2,5
rege_ood_noisy_blender_000174,noisy,images/sample_00174.png,03:56,236,03:56:08,14168,8,05:03,303,,,True,False,False,False,67,False,False,,05:03,0.3046684265136719,,1,3,5
rege_ood_noisy_blender_000175,noisy,images/sample_00175.png,01:07,67,,,,03:14,194,,,True,False,False,False,127,False,False,,03:12,0.29118776321411133,,1,2,5
rege_ood_noisy_blender_000176,noisy,images/sample_00176.png,12:31,31,,,,12:30,30,,,True,False,True,True,1,True,False,,12:30,0.2891426086425781,,1,3,5
rege_ood_noisy_blender_000177,noisy,images/sample_00177.png,11:16,676,,,,10:05,605,,,True,False,False,False,71,False,False,,10:05,0.30890393257141113,,1,2,5
rege_ood_noisy_blender_000178,noisy,images/sample_00178.png,02:14,134,,,,02:14,134,,,True,True,True,True,0,True,True,,02:14,0.30397462844848633,,1,2,5
rege_ood_noisy_blender_000179,noisy,images/sample_00179.png,07:20,440,07:20:36,26436,36,07:23,443,,,True,False,False,True,3,True,False,,08:25,0.31834912300109863,,1,1,5
rege_ood_noisy_blender_000180,noisy,images/sample_00180.png,10:49,649,,,,07:35,455,,,True,False,False,False,194,False,False,,07:38,0.2955172061920166,,1,2,5
rege_ood_noisy_blender_000181,noisy,images/sample_00181.png,10:53,653,,,,12:58,58,,,True,False,False,False,125,False,False,,12:58,0.2944915294647217,,1,5,5
rege_ood_noisy_blender_000182,noisy,images/sample_00182.png,05:43,343,05:43:48,20628,48,06:44,404,,,True,False,False,False,61,False,False,,06:44,0.29253363609313965,,1,2,5
rege_ood_noisy_blender_000183,noisy,images/sample_00183.png,05:51,351,,,,05:51,351,,,True,True,True,True,0,True,True,,05:51,0.28864288330078125,,1,2,5
rege_ood_noisy_blender_000184,noisy,images/sample_00184.png,07:38,458,07:38:44,27524,44,05:37,337,,,True,False,False,False,121,False,False,,05:37,0.2902493476867676,,1,4,5
rege_ood_noisy_blender_000185,noisy,images/sample_00185.png,07:39,459,,,,09:48,588,,,True,False,False,False,129,False,False,,09:48,0.2915809154510498,,1,2,5
rege_ood_noisy_blender_000186,noisy,images/sample_00186.png,05:49,349,,,,06:35,395,,,True,False,False,False,46,False,False,,03:25,0.3121209144592285,,1,3,5
rege_ood_noisy_blender_000187,noisy,images/sample_00187.png,02:58,178,,,,04:00,240,,,True,False,False,False,62,False,False,,04:00,0.3087642192840576,,1,3,5
rege_ood_noisy_blender_000188,noisy,images/sample_00188.png,05:57,357,,,,03:25,205,,,True,False,False,False,152,False,False,,02:42,0.3085649013519287,,1,2,5
rege_ood_noisy_blender_000189,noisy,images/sample_00189.png,07:18,438,,,,07:17,437,,,True,False,True,True,1,True,False,,07:17,0.31203603744506836,,1,4,5
rege_ood_noisy_blender_000190,noisy,images/sample_00190.png,11:31,691,,,,10:30,630,,,True,False,False,False,61,False,False,,11:30,0.30303502082824707,,1,1,5
rege_ood_noisy_blender_000191,noisy,images/sample_00191.png,11:19,679,,,,11:18,678,,,True,False,True,True,1,True,False,,11:19,0.2935750484466553,,1,4,5
rege_ood_noisy_blender_000192,noisy,images/sample_00192.png,08:18,498,08:18:57,29937,57,09:23,563,,,True,False,False,False,65,False,False,,09:23,0.2962772846221924,,1,2,5
rege_ood_noisy_blender_000193,noisy,images/sample_00193.png,05:08,308,05:08:00,18480,0,01:53,113,,,True,False,False,False,195,False,False,,02:21,0.2999706268310547,,1,1,5
rege_ood_noisy_blender_000194,noisy,images/sample_00194.png,12:58,58,,,,12:53,53,,,True,False,False,True,5,True,False,,12:53,0.30066347122192383,,1,2,5
rege_ood_noisy_blender_000195,noisy,images/sample_00195.png,06:18,378,06:18:42,22722,42,08:27,507,,,True,False,False,False,129,False,False,,08:27,0.32817935943603516,,1,2,5
rege_ood_noisy_blender_000196,noisy,images/sample_00196.png,08:24,504,08:24:18,30258,18,03:23,203,,,True,False,False,False,301,False,False,,07:24,0.32067418098449707,,1,1,5
rege_ood_noisy_blender_000197,noisy,images/sample_00197.png,08:17,497,,,,05:03,303,,,True,False,False,False,194,False,False,,05:02,0.3162038326263428,,1,2,5
rege_ood_noisy_blender_000198,noisy,images/sample_00198.png,05:30,330,,,,03:25,205,,,True,False,False,False,125,False,False,,03:25,0.315213680267334,,1,4,5
rege_ood_noisy_blender_000199,noisy,images/sample_00199.png,08:27,507,,,,08:25,505,,,True,False,False,True,2,True,False,,09:31,0.32338762283325195,,1,1,5
rege_ood_noisy_blender_000200,noisy,images/sample_00200.png,07:04,424,,,,07:05,425,,,True,False,True,True,1,True,False,,07:05,0.3209867477416992,,1,2,5
rege_ood_noisy_blender_000201,noisy,images/sample_00201.png,06:59,419,,,,03:25,205,,,True,False,False,False,214,False,False,,03:25,0.3099782466888428,,1,2,5
rege_ood_noisy_blender_000202,noisy,images/sample_00202.png,05:27,327,05:27:16,19636,16,03:25,205,,,True,False,False,False,122,False,False,,03:25,0.31903648376464844,,1,2,5
rege_ood_noisy_blender_000203,noisy,images/sample_00203.png,02:06,126,02:06:32,7592,32,12:03,3,,,True,False,False,False,123,False,False,,12:54,0.3216710090637207,,1,1,5
rege_ood_noisy_blender_000204,noisy,images/sample_00204.png,11:54,714,11:54:39,42879,39,01:03,63,,,True,False,False,False,69,False,False,,01:03,0.3146331310272217,,1,3,5
rege_ood_noisy_blender_000205,noisy,images/sample_00205.png,07:00,420,07:00:33,25233,33,07:00,420,,,True,True,True,True,0,True,True,,07:00,0.32857728004455566,,1,4,5
rege_ood_noisy_blender_000206,noisy,images/sample_00206.png,09:43,583,,,,09:42,582,,,True,False,True,True,1,True,False,,09:42,0.3193345069885254,,1,3,5
rege_ood_noisy_blender_000207,noisy,images/sample_00207.png,03:44,224,03:44:44,13484,44,06:59,419,,,True,False,False,False,195,False,False,,06:59,0.3194584846496582,,1,2,5
rege_ood_noisy_blender_000208,noisy,images/sample_00208.png,03:38,218,,,,02:34,154,,,True,False,False,False,64,False,False,,02:33,0.3330214023590088,,1,4,5
rege_ood_noisy_blender_000209,noisy,images/sample_00209.png,12:53,53,12:53:16,3196,16,12:50,50,,,True,False,False,True,3,True,False,,12:50,0.30376315116882324,,1,4,5
rege_ood_noisy_blender_000210,noisy,images/sample_00210.png,02:42,162,,,,01:31,152,,,True,False,False,False,10,True,False,,01:31,0.31777095794677734,,1,1,5
rege_ood_noisy_blender_000211,noisy,images/sample_00211.png,05:10,310,05:10:41,18641,41,05:09,309,,,True,False,True,True,1,True,False,,05:09,0.3107001781463623,,1,2,5
rege_ood_noisy_blender_000212,noisy,images/sample_00212.png,12:29,29,,,,12:28,28,,,True,False,True,True,1,True,False,,12:29,0.29828763008117676,,1,3,5
rege_ood_noisy_blender_000213,noisy,images/sample_00213.png,12:55,55,,,,01:58,118,,,True,False,False,False,63,False,False,,01:57,0.30242061614990234,,1,3,5
rege_ood_noisy_blender_000214,noisy,images/sample_00214.png,06:31,391,06:31:58,23518,58,03:25,205,,,True,False,False,False,186,False,False,,05:30,0.2993006706237793,,1,1,5
rege_ood_noisy_blender_000215,noisy,images/sample_00215.png,07:07,427,,,,03:25,205,,,True,False,False,False,222,False,False,,05:53,0.3044419288635254,,1,2,5
rege_ood_noisy_blender_000216,noisy,images/sample_00216.png,11:08,668,,,,12:09,9,,,True,False,False,False,61,False,False,,12:09,0.2996180057525635,,1,4,5
rege_ood_noisy_blender_000217,noisy,images/sample_00217.png,11:31,691,11:31:28,41488,28,03:25,205,,,True,False,False,False,234,False,False,,08:46,0.29657411575317383,,1,1,5
rege_ood_noisy_blender_000218,noisy,images/sample_00218.png,10:03,603,,,,03:25,205,,,True,False,False,False,322,False,False,,09:52,0.3108327388763428,,1,1,5
rege_ood_noisy_blender_000219,noisy,images/sample_00219.png,05:50,350,,,,05:48,348,,,True,False,False,True,2,True,False,,05:48,0.3395962715148926,,1,4,5
rege_ood_noisy_blender_000220,noisy,images/sample_00220.png,09:15,555,09:15:54,33354,54,02:45,165,,,True,False,False,False,330,False,False,,04:15,0.32817983627319336,,1,1,5
rege_ood_noisy_blender_000221,noisy,images/sample_00221.png,05:42,342,05:42:13,20533,13,05:16,316,,,True,False,False,False,26,True,False,,05:46,0.3198568820953369,,1,2,5
rege_ood_noisy_blender_000222,noisy,images/sample_00222.png,02:32,152,,,,02:31,151,,,True,False,True,True,1,True,False,,02:31,0.3160879611968994,,1,4,5
rege_ood_noisy_blender_000223,noisy,images/sample_00223.png,11:06,666,,,,02:20,140,,,True,False,False,False,194,False,False,,02:20,0.30899739265441895,,1,2,5
rege_ood_noisy_blender_000224,noisy,images/sample_00224.png,05:18,318,05:18:53,19133,53,02:04,124,,,True,False,False,False,194,False,False,,02:04,0.3128321170806885,,1,4,5
rege_ood_noisy_blender_000225,noisy,images/sample_00225.png,12:01,1,,,,09:47,587,,,True,False,False,False,134,False,False,,09:47,0.3229207992553711,,1,2,5
rege_ood_noisy_blender_000226,noisy,images/sample_00226.png,09:05,545,09:05:43,32743,43,09:05,545,,,True,True,True,True,0,True,True,,09:06,0.3209655284881592,,1,2,5
rege_ood_noisy_blender_000227,noisy,images/sample_00227.png,09:01,541,09:01:28,32488,28,10:04,604,,,True,False,False,False,63,False,False,,10:03,0.3043224811553955,,1,3,5
rege_ood_noisy_blender_000228,noisy,images/sample_00228.png,03:01,181,03:01:28,10888,28,02:25,145,,,True,False,False,False,36,False,False,,02:59,0.3056817054748535,,1,2,5
rege_ood_noisy_blender_000229,noisy,images/sample_00229.png,09:19,559,09:19:30,33570,30,10:25,625,,,True,False,False,False,66,False,False,,10:24,0.30134057998657227,,1,3,5
rege_ood_noisy_blender_000230,noisy,images/sample_00230.png,08:45,525,08:45:11,31511,11,08:46,526,,,True,False,True,True,1,True,False,,08:46,0.3016204833984375,,1,4,5
rege_ood_noisy_blender_000231,noisy,images/sample_00231.png,04:31,271,,,,05:35,335,,,True,False,False,False,64,False,False,,05:35,0.3139019012451172,,1,3,5
rege_ood_noisy_blender_000232,noisy,images/sample_00232.png,01:14,74,,,,01:12,72,,,True,False,False,True,2,True,False,,01:12,0.3136000633239746,,1,3,5
rege_ood_noisy_blender_000233,noisy,images/sample_00233.png,03:00,180,03:00:09,10809,9,03:00,180,,,True,True,True,True,0,True,True,,03:00,0.3207690715789795,,1,4,5
rege_ood_noisy_blender_000234,noisy,images/sample_00234.png,07:38,458,07:38:04,27484,4,07:39,459,,,True,False,True,True,1,True,False,,07:38,0.2945373058319092,,1,3,5
rege_ood_noisy_blender_000235,noisy,images/sample_00235.png,01:17,77,01:17:37,4657,37,02:24,144,,,True,False,False,False,67,False,False,,02:23,0.2891256809234619,,1,3,5
rege_ood_noisy_blender_000236,noisy,images/sample_00236.png,10:59,659,,,,01:10,70,,,True,False,False,False,131,False,False,,01:10,0.2938714027404785,,1,3,5
rege_ood_noisy_blender_000237,noisy,images/sample_00237.png,06:38,398,,,,06:38,398,,,True,True,True,True,0,True,True,,06:38,0.29239845275878906,,1,4,5
rege_ood_noisy_blender_000238,noisy,images/sample_00238.png,02:41,161,,,,12:33,33,,,True,False,False,False,128,False,False,,12:33,0.2894411087036133,,1,4,5
rege_ood_noisy_blender_000239,noisy,images/sample_00239.png,10:30,630,,,,10:29,629,,,True,False,True,True,1,True,False,,10:29,0.29115843772888184,,1,2,5
rege_ood_noisy_blender_000240,noisy,images/sample_00240.png,11:08,668,,,,11:12,672,,,True,False,False,True,4,True,False,,11:12,0.3001377582550049,,1,2,5
rege_ood_noisy_blender_000241,noisy,images/sample_00241.png,03:26,206,,,,03:25,205,,,True,False,True,True,1,True,False,,03:25,0.2972836494445801,,1,4,5
rege_ood_noisy_blender_000242,noisy,images/sample_00242.png,08:38,518,08:38:05,31085,5,08:37,517,,,True,False,True,True,1,True,False,,08:37,0.2960357666015625,,1,4,5
rege_ood_noisy_blender_000243,noisy,images/sample_00243.png,11:06,666,,,,10:03,603,,,True,False,False,False,63,False,False,,10:04,0.29343223571777344,,1,2,5
rege_ood_noisy_blender_000244,noisy,images/sample_00244.png,10:24,624,10:24:07,37447,7,03:25,205,,,True,False,False,False,301,False,False,,03:25,0.29152631759643555,,1,2,5
rege_ood_noisy_blender_000245,noisy,images/sample_00245.png,03:17,197,03:17:00,11820,0,01:03,363,,,True,False,False,False,166,False,False,,01:03,0.3021702766418457,,1,1,5
rege_ood_noisy_blender_000246,noisy,images/sample_00246.png,04:18,258,,,,04:17,257,,,True,False,True,True,1,True,False,,04:17,0.30075907707214355,,1,3,5
rege_ood_noisy_blender_000247,noisy,images/sample_00247.png,06:20,380,06:20:04,22804,4,06:18,378,,,True,False,False,True,2,True,False,,06:18,0.2918670177459717,,1,3,5
rege_ood_noisy_blender_000248,noisy,images/sample_00248.png,08:50,530,08:50:21,31821,21,09:55,595,,,True,False,False,False,65,False,False,,09:55,0.2881908416748047,,1,3,5
rege_ood_noisy_blender_000249,noisy,images/sample_00249.png,12:01,1,,,,03:25,205,,,True,False,False,False,204,False,False,,03:25,0.2896416187286377,,1,2,5
rege_ood_noisy_blender_000250,noisy,images/sample_00250.png,06:43,403,06:43:31,24211,31,06:45,405,,,True,False,False,True,2,True,False,,06:45,0.29900622367858887,,1,2,5
rege_ood_noisy_blender_000251,noisy,images/sample_00251.png,12:19,19,12:19:47,1187,47,12:23,23,,,True,False,False,True,4,True,False,,12:23,0.2978992462158203,,1,2,5
rege_ood_noisy_blender_000252,noisy,images/sample_00252.png,10:17,617,,,,10:13,613,,,True,False,False,True,4,True,False,,10:13,0.29070377349853516,,1,4,5
rege_ood_noisy_blender_000253,noisy,images/sample_00253.png,05:02,302,,,,01:55,115,,,True,False,False,False,187,False,False,,04:00,0.33392858505249023,,1,2,5
rege_ood_noisy_blender_000254,noisy,images/sample_00254.png,12:41,41,12:41:15,2475,15,12:47,47,,,True,False,False,False,6,True,False,,01:46,0.3081479072570801,,1,2,5
rege_ood_noisy_blender_000255,noisy,images/sample_00255.png,03:34,214,,,,03:33,213,,,True,False,True,True,1,True,False,,03:33,0.31099653244018555,,1,5,5
rege_ood_noisy_blender_000256,noisy,images/sample_00256.png,05:01,301,,,,06:40,400,,,True,False,False,False,99,False,False,,06:40,0.30706238746643066,,1,1,5
rege_ood_noisy_blender_000257,noisy,images/sample_00257.png,05:49,349,,,,03:35,215,,,True,False,False,False,134,False,False,,03:35,0.3343935012817383,,1,4,5
rege_ood_noisy_blender_000258,noisy,images/sample_00258.png,12:55,55,,,,12:53,53,,,True,False,False,True,2,True,False,,12:53,0.31638240814208984,,1,3,5
rege_ood_noisy_blender_000259,noisy,images/sample_00259.png,03:09,189,03:09:47,11387,47,03:08,188,,,True,False,True,True,1,True,False,,03:08,0.30686187744140625,,1,3,5
rege_ood_noisy_blender_000260,noisy,images/sample_00260.png,03:41,221,,,,01:33,213,,,True,False,False,False,8,True,False,,03:33,0.3148212432861328,,1,1,5
rege_ood_noisy_blender_000261,noisy,images/sample_00261.png,09:13,553,09:13:56,33236,56,10:52,652,,,True,False,False,False,99,False,False,,10:52,0.3081858158111572,,1,2,5
rege_ood_noisy_blender_000262,noisy,images/sample_00262.png,12:54,54,,,,12:58,58,,,True,False,False,True,4,True,False,,01:57,0.3136122226715088,,1,3,5
rege_ood_noisy_blender_000263,noisy,images/sample_00263.png,01:18,78,01:18:57,4737,57,12:10,10,12:10:50,650,True,False,False,False,68,False,False,False,12:40,0.33666563034057617,,1,2,5
rege_ood_noisy_blender_000264,noisy,images/sample_00264.png,07:36,456,,,,08:43,523,,,True,False,False,False,67,False,False,,09:44,0.33162569999694824,,1,2,5
rege_ood_noisy_blender_000265,noisy,images/sample_00265.png,10:16,616,,,,01:25,205,,,True,False,False,False,309,False,False,,01:25,0.2988910675048828,,1,1,5
rege_ood_noisy_blender_000266,noisy,images/sample_00266.png,10:01,601,10:01:02,36062,2,01:23,467,,,True,False,False,False,134,False,False,,07:49,0.3223233222961426,,1,1,5
rege_ood_noisy_blender_000267,noisy,images/sample_00267.png,03:58,238,03:58:11,14291,11,12:41,41,,,True,False,False,False,197,False,False,,01:48,0.31791067123413086,,1,2,5
rege_ood_noisy_blender_000268,noisy,images/sample_00268.png,05:00,300,,,,04:00,240,,,True,False,False,False,60,False,True,,01:59,0.3397362232208252,,1,3,5
rege_ood_noisy_blender_000269,noisy,images/sample_00269.png,08:17,497,08:17:15,29835,15,07:04,424,,,True,False,False,False,73,False,False,,05:05:02,0.3658137321472168,,1,2,5
rege_ood_noisy_blender_000270,noisy,images/sample_00270.png,09:02,542,09:02:48,32568,48,09:02,542,,,True,True,True,True,0,True,True,,09:02,0.328519344329834,,1,4,5
rege_ood_noisy_blender_000271,noisy,images/sample_00271.png,08:21,501,,,,03:25,205,,,True,False,False,False,296,False,False,,07:49,0.31888246536254883,,1,2,5
rege_ood_noisy_blender_000272,noisy,images/sample_00272.png,12:23,23,,,,10:09,609,,,True,False,False,False,134,False,False,,10:09,0.3281595706939697,,1,3,5
rege_ood_noisy_blender_000273,noisy,images/sample_00273.png,07:19,439,,,,08:25,505,,,True,False,False,False,66,False,False,,08:25,0.3340907096862793,,1,5,5
rege_ood_noisy_blender_000274,noisy,images/sample_00274.png,11:56,716,11:56:58,43018,58,12:02,2,,,True,False,False,False,6,False,False,,12:02,0.32422876358032227,,1,2,5
rege_ood_noisy_blender_000275,noisy,images/sample_00275.png,09:20,560,,,,08:22,502,,,True,False,False,False,58,False,False,,08:22,0.32302236557006836,,1,3,5
rege_ood_noisy_blender_000276,noisy,images/sample_00276.png,06:16,376,06:16:28,22588,28,06:14,374,,,True,False,False,True,2,True,False,,06:14,0.3196713924407959,,1,3,5
rege_ood_noisy_blender_000277,noisy,images/sample_00277.png,08:04,484,,,,10:06,606,,,True,False,False,False,122,False,False,,10:06,0.3220865726470947,,1,2,5
rege_ood_noisy_blender_000278,noisy,images/sample_00278.png,11:36,696,11:36:06,41766,6,12:40,40,,,True,False,False,False,64,False,False,,12:40,0.32677221298217773,,1,3,5
rege_ood_noisy_blender_000279,noisy,images/sample_00279.png,02:32,152,02:32:29,9149,29,02:25,145,,,True,False,False,False,7,True,False,,07:26,0.32231926918029785,,1,1,5
rege_ood_noisy_blender_000280,noisy,images/sample_00280.png,11:06,666,11:06:41,40001,41,01:12,72,,,True,False,False,False,126,False,False,,12:11,0.34536242485046387,,1,3,5
rege_ood_noisy_blender_000281,noisy,images/sample_00281.png,04:39,279,,,,04:43,283,,,True,False,False,True,4,True,False,,04:43,0.32722997665405273,,1,3,5
rege_ood_noisy_blender_000282,noisy,images/sample_00282.png,09:40,580,09:40:09,34809,9,09:42,582,,,True,False,False,True,2,True,False,,10:18,0.31975364685058594,,1,1,5
rege_ood_noisy_blender_000283,noisy,images/sample_00283.png,08:26,506,08:26:19,30379,19,09:25,565,,,True,False,False,False,59,False,False,,09:25,0.3264048099517822,,1,3,5
rege_ood_noisy_blender_000284,noisy,images/sample_00284.png,08:58,538,08:58:20,32300,20,11:09,669,,,True,False,False,False,131,False,False,,11:09,0.323775053024292,,1,5,5
rege_ood_noisy_blender_000285,noisy,images/sample_00285.png,08:36,516,,,,07:46,466,,,True,False,False,False,50,False,False,,07:46,0.3266160488128662,,1,2,5
rege_ood_noisy_blender_000286,noisy,images/sample_00286.png,10:04,604,10:04:11,36251,11,10:06,606,,,True,False,False,True,2,True,False,,10:06,0.3266427516937256,,1,3,5
rege_ood_noisy_blender_000287,noisy,images/sample_00287.png,06:43,403,06:43:44,24224,44,06:48,408,,,True,False,False,True,5,True,False,,06:48,0.32350802421569824,,1,1,5
rege_ood_noisy_blender_000288,noisy,images/sample_00288.png,01:00,60,01:00:46,3646,46,10:45,645,,,True,False,False,False,135,False,False,,09:46,0.3246273994445801,,1,2,5
rege_ood_noisy_blender_000289,noisy,images/sample_00289.png,11:22,682,,,,12:25,25,,,True,False,False,False,63,False,False,,12:25,0.33012962341308594,,1,4,5
rege_ood_noisy_blender_000290,noisy,images/sample_00290.png,11:22,682,,,,01:34,94,,,True,False,False,False,132,False,False,,07:34,0.32640719413757324,,1,2,5
rege_ood_noisy_blender_000291,noisy,images/sample_00291.png,08:59,539,,,,06:47,407,,,True,False,False,False,132,False,False,,07:47,0.32099390029907227,,1,2,5
rege_ood_noisy_blender_000292,noisy,images/sample_00292.png,02:55,175,,,,03:25,205,,,True,False,False,False,30,False,False,,03:25,0.3261830806732178,,1,1,5
rege_ood_noisy_blender_000293,noisy,images/sample_00293.png,06:43,403,,,,06:34,394,,,True,False,False,False,9,True,False,,06:33,0.3208136558532715,,1,3,5
rege_ood_noisy_blender_000294,noisy,images/sample_00294.png,11:38,698,,,,07:50,470,,,True,False,False,False,228,False,False,,10:44,0.31855344772338867,,1,2,5
rege_ood_noisy_blender_000295,noisy,images/sample_00295.png,12:38,38,12:38:35,2315,35,01:26,86,,,True,False,False,False,48,False,False,,01:26,0.34758543968200684,,1,2,5
rege_ood_noisy_blender_000296,noisy,images/sample_00296.png,05:11,311,,,,05:11,311,,,True,True,True,True,0,True,True,,05:11,0.33182716369628906,,1,3,5
rege_ood_noisy_blender_000297,noisy,images/sample_00297.png,08:39,519,,,,07:35,455,,,True,False,False,False,64,False,False,,07:35,0.32236790657043457,,1,4,5
rege_ood_noisy_blender_000298,noisy,images/sample_00298.png,05:03,303,,,,04:03,243,,,True,False,False,False,60,False,True,,04:03,0.3304111957550049,,1,4,5
rege_ood_noisy_blender_000299,noisy,images/sample_00299.png,08:17,497,,,,08:14,494,,,True,False,False,True,3,True,False,,08:14,0.30069780349731445,,1,3,5
rege_ood_noisy_blender_000300,noisy,images/sample_00300.png,07:51,471,,,,05:35,335,,,True,False,False,False,136,False,False,,06:35,0.3235960006713867,,1,1,5
rege_ood_noisy_blender_000301,noisy,images/sample_00301.png,01:13,73,,,,01:20,80,,,True,False,False,False,7,True,False,,01:20,0.33158016204833984,,1,3,5
rege_ood_noisy_blender_000302,noisy,images/sample_00302.png,04:11,251,,,,02:02,122,,,True,False,False,False,129,False,False,,02:02,0.327211856842041,,1,2,5
rege_ood_noisy_blender_000303,noisy,images/sample_00303.png,06:13,373,06:13:15,22395,15,05:27,327,,,True,False,False,False,46,False,False,,07:29,0.3222496509552002,,1,1,5
rege_ood_noisy_blender_000304,noisy,images/sample_00304.png,09:33,573,09:33:28,34408,28,07:25,445,,,True,False,False,False,128,False,False,,07:25,0.32238078117370605,,1,4,5
rege_ood_noisy_blender_000305,noisy,images/sample_00305.png,09:06,546,09:06:28,32788,28,09:26,566,,,True,False,False,False,20,True,False,,09:08,0.32569003105163574,,1,3,5
rege_ood_noisy_blender_000306,noisy,images/sample_00306.png,02:46,166,,,,02:45,165,,,True,False,True,True,1,True,False,,02:45,0.3334493637084961,,1,4,5
rege_ood_noisy_blender_000307,noisy,images/sample_00307.png,07:58,478,,,,06:48,408,,,True,False,False,False,70,False,False,,06:48,0.3226802349090576,,1,2,5
rege_ood_noisy_blender_000308,noisy,images/sample_00308.png,09:20,560,09:20:23,33623,23,01:04,184,,,True,False,False,False,344,False,False,,01:04,0.32976436614990234,,1,1,5
rege_ood_noisy_blender_000309,noisy,images/sample_00309.png,06:48,408,,,,03:30,210,,,True,False,False,False,198,False,False,,03:30,0.33064723014831543,,1,2,5
rege_ood_noisy_blender_000310,noisy,images/sample_00310.png,06:31,391,06:31:59,23519,59,03:45,225,,,True,False,False,False,166,False,False,,07:47,0.3286468982696533,,1,1,5
rege_ood_noisy_blender_000311,noisy,images/sample_00311.png,05:35,335,05:35:12,20112,12,04:26,266,,,True,False,False,False,69,False,False,,03:25,0.3232152462005615,,1,3,5
rege_ood_noisy_blender_000312,noisy,images/sample_00312.png,11:48,708,11:48:50,42530,50,11:48,48,,,True,False,False,False,60,False,True,,12:48,0.32937169075012207,,1,2,5
rege_ood_noisy_blender_000313,noisy,images/sample_00313.png,08:34,514,,,,07:26,446,,,True,False,False,False,68,False,False,,07:25,0.32627081871032715,,1,3,5
rege_ood_noisy_blender_000314,noisy,images/sample_00314.png,06:32,392,06:32:01,23521,1,03:25,205,,,True,False,False,False,187,False,False,,03:25,0.3147702217102051,,1,2,5
rege_ood_noisy_blender_000315,noisy,images/sample_00315.png,04:05,245,,,,05:07,307,,,True,False,False,False,62,False,False,,05:07,0.3022143840789795,,1,5,5
rege_ood_noisy_blender_000316,noisy,images/sample_00316.png,11:53,713,11:53:28,42808,28,11:53,713,,,True,True,True,True,0,True,True,,11:53,0.3513050079345703,,1,4,5
rege_ood_noisy_blender_000317,noisy,images/sample_00317.png,10:09,609,10:09:48,36588,48,10:11,611,,,True,False,False,True,2,True,False,,10:11,0.32720088958740234,,1,3,5
rege_ood_noisy_blender_000318,noisy,images/sample_00318.png,04:36,276,,,,05:39,339,,,True,False,False,False,63,False,False,,05:39,0.3286738395690918,,1,4,5
